fitness,lr0,lrf,momentum,weight_decay,warmup_epochs,warmup_momentum,box,cls,dfl,hsv_h,hsv_s,hsv_v,degrees,translate,scale,shear,perspective,flipud,fliplr,bgr,mosaic,mixup,copy_paste
0.25237,0.00971,0.01065,0.84062,0.00061,3.00249,0.64667,7.07331,0.57949,1.48482,0.02114,0.51874,0.38972,0.0,0.10148,0.49673,0.0,0.0,0.0,0.64354,0.0,1.0,0.0,0.0
0.24464,0.00982,0.01065,0.83681,0.00062,3.20435,0.64748,7.32006,0.58436,1.46365,0.02094,0.52862,0.38972,0.0,0.10148,0.50056,0.0,0.0,0.0,0.64354,0.0,0.98243,0.0,0.0
0.25106,0.00895,0.00925,0.87344,0.0005,2.87178,0.63106,5.70633,0.58009,1.4022,0.02489,0.51504,0.36216,0.0,0.09648,0.57438,0.0,0.0,0.0,0.63041,0.0,0.87633,0.0,0.0
0.2453,0.00989,0.0095,0.81819,0.00061,2.76432,0.6662,7.07331,0.52607,1.27315,0.02114,0.65017,0.38972,0.0,0.10319,0.4448,0.0,0.0,0.0,0.64354,0.0,0.93392,0.0,0.0
0.25627,0.01051,0.01127,0.85243,0.0006,2.73979,0.66874,7.20547,0.53462,1.48482,0.0208,0.52499,0.42614,0.0,0.10468,0.49473,0.0,0.0,0.0,0.57539,0.0,0.95604,0.0,0.0
0.25725,0.01033,0.01178,0.86555,0.0006,2.73979,0.59375,7.20547,0.55875,1.57323,0.01849,0.50114,0.43146,0.0,0.09428,0.50451,0.0,0.0,0.0,0.57539,0.0,0.9445,0.0,0.0
0.26006,0.00929,0.01225,0.85243,0.0006,2.44032,0.79337,8.24983,0.41235,1.59665,0.01925,0.42775,0.42614,0.0,0.08756,0.43529,0.0,0.0,0.0,0.46576,0.0,1.0,0.0,0.0
0.23714,0.01131,0.01029,0.82102,0.0006,2.62671,0.59375,7.48987,0.54859,1.59382,0.02099,0.50114,0.4698,0.0,0.09495,0.52633,0.0,0.0,0.0,0.54707,0.0,0.90654,0.0,0.0
0.25077,0.00972,0.01014,0.84062,0.00061,3.07312,0.69517,7.09562,0.5868,1.45584,0.02192,0.52664,0.36855,0.0,0.10038,0.49673,0.0,0.0,0.0,0.64354,0.0,1.0,0.0,0.0
0.23191,0.00724,0.00995,0.82827,0.00052,2.63535,0.70137,8.24983,0.34702,1.54497,0.0177,0.43083,0.39681,0.0,0.07749,0.43529,0.0,0.0,0.0,0.45178,0.0,1.0,0.0,0.0
0.25902,0.00929,0.01197,0.8562,0.00062,2.44785,0.79337,8.34696,0.41235,1.63463,0.01802,0.44564,0.40642,0.0,0.08756,0.4056,0.0,0.0,0.0,0.46288,0.0,0.95613,0.0,0.0
0.26514,0.00929,0.01197,0.8562,0.00073,2.44785,0.79328,8.34696,0.41235,1.76726,0.01489,0.50802,0.42435,0.0,0.09629,0.39289,0.0,0.0,0.0,0.36376,0.0,1.0,0.0,0.0
0.27659,0.00929,0.01197,0.8562,0.00063,2.56887,0.93295,7.87959,0.44961,1.76726,0.01706,0.50483,0.43775,0.0,0.1068,0.26649,0.0,0.0,0.0,0.33503,0.0,0.92207,0.0,0.0
0.25603,0.00909,0.01138,0.86692,0.00068,2.43161,0.79328,9.14489,0.36912,1.76181,0.01452,0.53385,0.45656,0.0,0.10884,0.3411,0.0,0.0,0.0,0.36376,0.0,1.0,0.0,0.0
0.27779,0.00928,0.01197,0.85464,0.00063,2.56887,0.93472,7.87959,0.44977,1.77362,0.01706,0.50483,0.43738,0.0,0.10669,0.26649,0.0,0.0,0.0,0.33523,0.0,0.92746,0.0,0.0
0.28286,0.0091,0.01228,0.85611,0.00063,2.44988,0.95,7.89306,0.46234,1.8284,0.01654,0.50511,0.4135,0.0,0.10341,0.27587,0.0,0.0,0.0,0.32465,0.0,0.97528,0.0,0.0
0.26724,0.0091,0.01276,0.82603,0.00065,2.1957,0.90577,8.56628,0.45963,1.73693,0.01689,0.54605,0.41246,0.0,0.10341,0.29322,0.0,0.0,0.0,0.34229,0.0,0.97528,0.0,0.0
0.30681,0.00586,0.00996,0.91733,0.0008,2.46734,0.95,5.30651,0.40985,1.87983,0.01786,0.51874,0.40312,0.0,0.11262,0.26378,0.0,0.0,0.0,0.30221,0.0,0.92746,0.0,0.0
0.28215,0.00942,0.01421,0.85655,0.00069,3.16669,0.95,7.66869,0.52012,1.8284,0.01654,0.59752,0.46582,0.0,0.1222,0.34011,0.0,0.0,0.0,0.29876,0.0,0.82425,0.0,0.0
0.29587,0.00629,0.00799,0.96832,0.0008,2.46734,0.78322,6.04464,0.44072,1.66672,0.01874,0.59525,0.2683,0.0,0.10736,0.24317,0.0,0.0,0.0,0.30221,0.0,0.76366,0.0,0.0
0.2967,0.00654,0.00799,0.96795,0.00081,2.51508,0.78322,5.95155,0.45227,1.66672,0.01839,0.56402,0.26208,0.0,0.10736,0.24512,0.0,0.0,0.0,0.30235,0.0,0.72141,0.0,0.0
0.28742,0.00629,0.00816,0.93004,0.00067,2.55493,0.78322,6.1748,0.37883,1.46105,0.01874,0.59525,0.24906,0.0,0.10736,0.25306,0.0,0.0,0.0,0.28015,0.0,0.7135,0.0,0.0
0.30283,0.00586,0.00996,0.93825,0.00087,2.33914,0.86832,5.77005,0.39141,1.81319,0.01819,0.5759,0.45452,0.0,0.11262,0.23645,0.0,0.0,0.0,0.30317,0.0,0.94447,0.0,0.0
0.29294,0.0061,0.00768,0.93189,0.00082,2.45897,0.77092,6.00384,0.42641,1.79996,0.02009,0.5547,0.26894,0.0,0.10495,0.25405,0.0,0.0,0.0,0.29361,0.0,0.73899,0.0,0.0
0.28817,0.00586,0.00996,0.86009,0.00095,2.33914,0.95,6.35645,0.44731,1.56054,0.01685,0.54257,0.49764,0.0,0.10961,0.27267,0.0,0.0,0.0,0.29548,0.0,0.87032,0.0,0.0
0.29587,0.00684,0.00788,0.95533,0.00092,2.53305,0.78322,6.55847,0.39274,1.48202,0.01655,0.56402,0.29083,0.0,0.10469,0.15001,0.0,0.0,0.0,0.35445,0.0,0.77373,0.0,0.0
0.30592,0.00555,0.01124,0.92186,0.00087,2.33914,0.95,6.37854,0.36753,1.81962,0.01769,0.5759,0.45452,0.0,0.11262,0.25145,0.0,0.0,0.0,0.27727,0.0,0.95222,0.0,0.0
0.29433,0.00555,0.01166,0.91936,0.00087,2.33914,0.95,6.64252,0.35139,1.79754,0.01842,0.62402,0.47086,0.0,0.11005,0.2411,0.0,0.0,0.0,0.26081,0.0,0.9252,0.0,0.0
0.30361,0.00586,0.01001,0.91853,0.00079,2.48178,0.95,5.30938,0.41065,1.88014,0.01784,0.52417,0.40004,0.0,0.11262,0.26652,0.0,0.0,0.0,0.30181,0.0,0.9335,0.0,0.0
0.30573,0.00476,0.01042,0.98,0.00079,2.05985,0.95,2.86581,0.4357,1.88014,0.02056,0.51155,0.4257,0.0,0.11262,0.31756,0.0,0.0,0.0,0.39332,0.0,0.74164,0.0,0.0
0.29684,0.00523,0.01178,0.98,0.00092,2.10035,0.88782,7.08266,0.40389,1.81962,0.01706,0.63985,0.48372,0.0,0.09445,0.27099,0.0,0.0,0.0,0.30974,0.0,1.0,0.0,0.0
0.26396,0.00591,0.00946,0.87927,0.00078,2.68841,0.88118,6.32878,0.31533,2.06107,0.01878,0.5759,0.45452,0.0,0.11076,0.25145,0.0,0.0,0.0,0.2616,0.0,0.95222,0.0,0.0
0.30949,0.00492,0.01042,0.98,0.0008,1.88821,0.88405,2.86581,0.46568,1.7897,0.01971,0.50802,0.44408,0.0,0.1124,0.31533,0.0,0.0,0.0,0.38172,0.0,0.75758,0.0,0.0
0.30271,0.00492,0.01042,0.98,0.0008,1.88821,0.88405,2.48954,0.46108,1.67943,0.02455,0.44433,0.44281,0.0,0.1124,0.31533,0.0,0.0,0.0,0.38455,0.0,0.68438,0.0,0.0
0.31159,0.0048,0.01047,0.98,0.00071,2.04749,0.88405,2.86581,0.52549,1.7897,0.01893,0.47185,0.46113,0.0,0.11047,0.31533,0.0,0.0,0.0,0.38172,0.0,0.75758,0.0,0.0
0.30257,0.00586,0.00596,0.95501,0.0008,2.90526,0.95,5.30651,0.3688,1.89667,0.01994,0.4971,0.40143,0.0,0.11262,0.30148,0.0,0.0,0.0,0.30221,0.0,0.92746,0.0,0.0
0.30551,0.00483,0.01081,0.98,0.00076,2.01296,0.78718,2.84768,0.51448,1.7897,0.01971,0.50802,0.47493,0.0,0.1124,0.30506,0.0,0.0,0.0,0.36337,0.0,0.68332,0.0,0.0
0.30824,0.00492,0.01042,0.98,0.0008,1.88821,0.88405,2.86685,0.46575,1.79005,0.01972,0.50802,0.44394,0.0,0.1124,0.31518,0.0,0.0,0.0,0.38203,0.0,0.7586,0.0,0.0
0.30337,0.00532,0.00996,0.90589,0.00081,2.33701,0.95,5.30651,0.40985,1.75072,0.02217,0.52537,0.35224,0.0,0.12658,0.22105,0.0,0.0,0.0,0.28751,0.0,1.0,0.0,0.0
0.30764,0.00472,0.01087,0.98,0.00074,2.02021,0.87517,2.8916,0.50789,1.7897,0.02007,0.42753,0.4936,0.0,0.1084,0.31533,0.0,0.0,0.0,0.40356,0.0,0.75758,0.0,0.0
0.29355,0.00492,0.00893,0.98,0.00082,2.29909,0.78187,2.86581,0.32526,1.43018,0.01137,0.49519,0.57609,0.0,0.10785,0.3477,0.0,0.0,0.0,0.32141,0.0,0.75758,0.0,0.0
0.31749,0.0048,0.01082,0.95221,0.00076,2.51044,0.95,2.81059,0.49625,1.97102,0.02258,0.38181,0.40267,0.0,0.11499,0.31533,0.0,0.0,0.0,0.3634,0.0,0.88195,0.0,0.0
0.30304,0.00439,0.01054,0.91367,0.00076,2.47037,0.90693,2.81059,0.50845,2.06274,0.02471,0.36263,0.42588,0.0,0.11823,0.31533,0.0,0.0,0.0,0.3634,0.0,0.82872,0.0,0.0
0.32171,0.0048,0.01203,0.96431,0.00076,2.50946,0.95,2.73387,0.49625,2.25836,0.02498,0.393,0.40738,0.0,0.11499,0.34042,0.0,0.0,0.0,0.29923,0.0,1.0,0.0,0.0
0.30502,0.00372,0.00907,0.93179,0.00074,2.65713,0.85442,2.86581,0.51171,1.57059,0.01665,0.38306,0.45896,0.0,0.09441,0.26228,0.0,0.0,0.0,0.38172,0.0,0.84338,0.0,0.0
0.28588,0.00516,0.00826,0.96894,0.00088,3.06425,0.82634,2.60794,0.42781,2.47527,0.02498,0.47837,0.40738,0.0,0.14772,0.4837,0.0,0.0,0.0,0.25828,0.0,0.98771,0.0,0.0
0.31132,0.005,0.01077,0.98,0.00068,2.13911,0.94049,2.86581,0.48779,1.80931,0.01918,0.46559,0.46124,0.0,0.10915,0.34256,0.0,0.0,0.0,0.38325,0.0,0.72698,0.0,0.0
0.31252,0.00491,0.01083,0.95042,0.00075,2.44982,0.95,2.87029,0.50599,1.95946,0.02269,0.38309,0.3966,0.0,0.11076,0.31533,0.0,0.0,0.0,0.3482,0.0,0.88195,0.0,0.0
0.29431,0.00418,0.00989,0.98,0.00076,2.94474,0.95,3.16334,0.49625,3.14471,0.02498,0.393,0.41119,0.0,0.11499,0.38204,0.0,0.0,0.0,0.23689,0.0,0.81745,0.0,0.0
0.32294,0.00392,0.00971,0.95243,0.0008,2.19458,0.95,2.53831,0.49554,1.68465,0.02258,0.38181,0.32743,0.0,0.10987,0.30077,0.0,0.0,0.0,0.39424,0.0,0.81783,0.0,0.0
0.31847,0.00391,0.00955,0.97833,0.00073,1.71804,0.92197,2.38358,0.55888,1.57521,0.02579,0.33105,0.32761,0.0,0.11278,0.31101,0.0,0.0,0.0,0.3301,0.0,0.81783,0.0,0.0
0.29366,0.00414,0.01203,0.93152,0.00074,2.50946,0.75397,3.75074,0.51981,1.82087,0.02189,0.393,0.40738,0.0,0.13457,0.34045,0.0,0.0,0.0,0.29273,0.0,0.82915,0.0,0.0
0.31716,0.00475,0.01229,0.95076,0.00076,2.50946,0.94841,2.62207,0.4974,2.36287,0.02498,0.36375,0.41121,0.0,0.11118,0.35034,0.0,0.0,0.0,0.29231,0.0,1.0,0.0,0.0
0.32229,0.00381,0.00909,0.97104,0.00066,1.69788,0.93745,2.13419,0.64842,1.76737,0.02731,0.33171,0.34937,0.0,0.11098,0.31101,0.0,0.0,0.0,0.38584,0.0,0.84066,0.0,0.0
0.32071,0.00283,0.00909,0.97104,0.00058,1.53018,0.88069,1.51559,0.66994,2.07348,0.02731,0.36214,0.3015,0.0,0.13311,0.31101,0.0,0.0,0.0,0.38584,0.0,0.91944,0.0,0.0
0.31772,0.00381,0.0107,0.97758,0.0007,1.77218,0.93745,2.09783,0.64842,1.87895,0.02672,0.32934,0.34937,0.0,0.1134,0.31449,0.0,0.0,0.0,0.41549,0.0,0.8505,0.0,0.0
0.32708,0.00349,0.00968,0.94728,0.0008,2.03459,0.95,2.58923,0.49554,1.60992,0.02308,0.38871,0.31677,0.0,0.10774,0.30077,0.0,0.0,0.0,0.41596,0.0,0.79305,0.0,0.0
0.30232,0.00349,0.00968,0.90566,0.00076,2.03459,0.92475,3.02616,0.47607,1.7613,0.02308,0.31987,0.31677,0.0,0.14689,0.24575,0.0,0.0,0.0,0.41973,0.0,0.62938,0.0,0.0
0.32016,0.00389,0.00989,0.94728,0.0008,2.4273,0.95,2.58923,0.46095,1.14209,0.02308,0.38871,0.20072,0.0,0.11834,0.34513,0.0,0.0,0.0,0.46854,0.0,0.80956,0.0,0.0
0.29944,0.00354,0.00889,0.88766,0.00087,2.11396,0.95,2.82366,0.44743,1.51004,0.02186,0.36412,0.29709,0.0,0.10774,0.30018,0.0,0.0,0.0,0.41596,0.0,0.74071,0.0,0.0
0.31708,0.00328,0.01039,0.93119,0.0008,2.03459,0.95,2.56842,0.49554,2.097,0.02028,0.45816,0.28753,0.0,0.088,0.32058,0.0,0.0,0.0,0.41596,0.0,0.92807,0.0,0.0
0.32111,0.00381,0.00948,0.95259,0.00063,1.89493,0.94652,2.51268,0.62263,1.75085,0.02784,0.29206,0.36998,0.0,0.12032,0.32729,0.0,0.0,0.0,0.38584,0.0,0.73328,0.0,0.0
0.32188,0.00415,0.01123,0.95378,0.00082,2.15624,0.95,2.33613,0.40158,1.61249,0.02222,0.38181,0.32743,0.0,0.10516,0.3215,0.0,0.0,0.0,0.38715,0.0,0.87983,0.0,0.0
0.32078,0.00392,0.0097,0.95282,0.0008,2.19352,0.94881,2.54154,0.49597,1.68242,0.0226,0.38132,0.32738,0.0,0.10987,0.3004,0.0,0.0,0.0,0.39433,0.0,0.81729,0.0,0.0
0.31221,0.00381,0.00949,0.97897,0.00069,1.69788,0.95,1.93049,0.59395,1.59025,0.02544,0.34237,0.3371,0.0,0.11098,0.30434,0.0,0.0,0.0,0.38584,0.0,0.84066,0.0,0.0
0.31337,0.00348,0.00952,0.98,0.00076,1.7803,0.95,2.21059,0.40372,1.66401,0.02159,0.38934,0.31677,0.0,0.10867,0.31313,0.0,0.0,0.0,0.44682,0.0,0.77635,0.0,0.0
0.31715,0.00392,0.00578,0.97364,0.0008,2.20804,0.89916,2.38926,0.5439,1.48337,0.02153,0.36402,0.34167,0.0,0.10987,0.3257,0.0,0.0,0.0,0.39424,0.0,0.71112,0.0,0.0
0.3169,0.00354,0.00968,0.95114,0.00081,1.97984,0.92017,2.65178,0.46872,1.69152,0.02306,0.38537,0.31327,0.0,0.10758,0.29564,0.0,0.0,0.0,0.43827,0.0,0.74531,0.0,0.0
0.0,0.00345,0.00968,0.94728,0.0008,2.01532,0.95,2.47551,0.51234,1.59828,0.02253,0.39104,0.31611,0.0,0.10713,0.30052,0.0,0.0,0.0,0.4123,0.0,0.81271,0.0,0.0
