epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
5,3512.66,1.73739,1.64329,1.58342,0.53213,0.32834,0.36039,0.22192,1.70457,1.41208,1.55946,0.000173524,0.000173524,0.000173524
1,739.853,2.06391,3.77455,2.59031,0.30312,0.13932,0.09186,0.03869,1.62095,2.59479,1.92952,0.000277397,0.000277397,0.000277397
2,1439.84,1.47719,2.50335,1.73088,0.3771,0.25019,0.22244,0.11918,1.3744,2.02576,1.63438,0.000444886,0.000444886,0.000444886
3,2127.68,1.33679,2.1709,1.57209,0.4277,0.30537,0.30027,0.17531,1.2608,1.78979,1.50618,0.000502414,0.000502414,0.000502414
4,2809.37,1.25392,1.97821,1.48669,0.52177,0.33316,0.3525,0.21429,1.19902,1.64981,1.44002,0.000337773,0.000337773,0.000337773
5,3490.23,1.1948,1.83351,1.42846,0.53299,0.35162,0.3815,0.23422,1.16751,1.57349,1.40368,0.000172698,0.000172698,0.000172698
1,743.163,2.14613,3.42437,2.71471,0.29617,0.14326,0.0944,0.04056,1.66728,2.33564,2.00291,0.000263165,0.000263165,0.000263165
2,1446.29,1.53127,2.26929,1.79992,0.46586,0.24759,0.22943,0.12411,1.41751,1.83953,1.69547,0.000422008,0.000422008,0.000422008
3,2134.71,1.38325,1.97029,1.63197,0.53588,0.28475,0.29895,0.1762,1.30711,1.62842,1.56896,0.000476477,0.000476477,0.000476477
4,2817.36,1.30197,1.79788,1.5475,0.52785,0.31944,0.34703,0.21026,1.24287,1.50706,1.50068,0.000337518,0.000337518,0.000337518
5,3500.02,1.23878,1.66514,1.48657,0.54025,0.3494,0.37754,0.23126,1.20819,1.43309,1.46076,0.000172358,0.000172358,0.000172358
1,740.44,2.30705,3.76017,2.61263,0.2997,0.13639,0.09454,0.0409,1.8164,2.60465,1.94388,0.000277008,0.000277008,0.000277008
2,1442.58,1.6471,2.49686,1.73423,0.47362,0.24341,0.23318,0.12367,1.53293,2.0336,1.63911,0.000444387,0.000444387,0.000444387
3,2129.48,1.48745,2.16738,1.58228,0.54555,0.28455,0.30481,0.17679,1.41358,1.79371,1.52171,0.000502085,0.000502085,0.000502085
4,2810.03,1.39633,1.97312,1.4976,0.52228,0.32627,0.34851,0.20977,1.34697,1.65533,1.45681,0.000338338,0.000338338,0.000338338
5,3491.27,1.33116,1.83215,1.44087,0.53071,0.35488,0.37588,0.23087,1.30844,1.57731,1.41685,0.000173451,0.000173451,0.000173451
1,745.973,1.63963,3.83248,2.82133,0.15938,0.13612,0.08814,0.03772,1.28341,2.62548,2.10074,0.000233254,0.000233254,0.000233254
2,1453.31,1.16518,2.53478,1.87628,0.34863,0.25126,0.22535,0.11825,1.08571,2.04839,1.75965,0.000373813,0.000373813,0.000373813
3,2145.89,1.04986,2.18251,1.69287,0.46001,0.29336,0.29806,0.17062,1.00145,1.80505,1.62504,0.000421632,0.000421632,0.000421632
4,2827.36,0.98673,1.98517,1.59961,0.51914,0.33556,0.34987,0.20736,0.95283,1.66354,1.55345,0.000336289,0.000336289,0.000336289
5,3508.32,0.93957,1.83802,1.538,0.5491,0.35239,0.38031,0.23034,0.92785,1.58213,1.51528,0.000170718,0.000170718,0.000170718
1,742.771,2.16789,3.44089,2.74417,0.2874,0.13823,0.09715,0.04176,1.70393,2.34005,2.03718,0.000251118,0.000251118,0.000251118
2,1476.11,1.56144,2.28415,1.83064,0.3361,0.23983,0.20565,0.10762,1.44058,1.86045,1.71669,0.00040269,0.00040269,0.00040269
3,2185.07,1.41084,1.97946,1.65991,0.39971,0.30699,0.28972,0.1671,1.3201,1.63697,1.58698,0.000454665,0.000454665,0.000454665
4,2881.74,1.32312,1.80343,1.56851,0.48865,0.32855,0.3403,0.20327,1.25554,1.50752,1.5181,0.000337518,0.000337518,0.000337518
5,3575.04,1.25663,1.67512,1.50841,0.54265,0.35095,0.37158,0.22684,1.22292,1.43984,1.47854,0.000172358,0.000172358,0.000172358
1,753.272,2.2415,3.93969,2.65845,0.31682,0.15253,0.10152,0.0437,1.76464,2.70282,1.97651,0.000277622,0.000277622,0.000277622
2,1480.92,1.60411,2.61726,1.77307,0.34943,0.25325,0.23182,0.1228,1.49247,2.13084,1.67267,0.000445412,0.000445412,0.000445412
3,2183.49,1.44963,2.27548,1.61371,0.50336,0.29188,0.30723,0.17795,1.37894,1.88363,1.54983,0.000503318,0.000503318,0.000503318
4,2886.52,1.36085,2.07072,1.52695,0.51097,0.33563,0.35213,0.21231,1.31204,1.73601,1.48545,0.000338518,0.000338518,0.000338518
5,3591.27,1.29812,1.92456,1.46983,0.55787,0.34738,0.3789,0.23183,1.27918,1.65873,1.44981,0.00017369,0.00017369,0.00017369
1,786.555,2.91341,3.84993,2.71864,0.29512,0.12861,0.08564,0.03709,2.26706,2.60361,1.99316,0.000216486,0.000216486,0.000216486
2,1523.7,2.07347,2.54741,1.78392,0.37501,0.23644,0.22,0.11558,1.91525,2.05388,1.67403,0.000347296,0.000347296,0.000347296
3,2236.2,1.86093,2.19291,1.60688,0.45215,0.28631,0.29666,0.16998,1.77219,1.81925,1.54803,0.000392388,0.000392388,0.000392388
4,2944.1,1.74909,2.00364,1.51996,0.46279,0.32752,0.3401,0.20366,1.68506,1.68278,1.47975,0.000338338,0.000338338,0.000338338
5,3644.47,1.66524,1.85926,1.46161,0.53152,0.34515,0.37028,0.2268,1.6399,1.60306,1.44244,0.000173451,0.000173451,0.000173451
1,760.292,2.88469,3.82472,3.37035,0.27118,0.13398,0.08054,0.03424,2.22512,2.69411,2.52849,0.000287331,0.000287331,0.000287331
2,1484.47,2.08642,2.57169,2.25271,0.30517,0.23697,0.20248,0.10492,1.90633,2.12517,2.14229,0.000460658,0.000460658,0.000460658
3,2191.38,1.89476,2.24501,2.0506,0.39563,0.26914,0.27899,0.1591,1.74865,1.86823,1.9751,0.000502382,0.000502382,0.000502382
4,2893.47,1.7812,2.04809,1.93616,0.43883,0.31472,0.32479,0.19362,1.66385,1.72046,1.8839,0.000337073,0.000337073,0.000337073
5,3595.6,1.69849,1.90334,1.86405,0.49841,0.34188,0.35504,0.21618,1.6161,1.6344,1.83545,0.000171765,0.000171765,0.000171765
1,763.673,2.06868,3.91823,2.50504,0.30339,0.15406,0.09852,0.04364,1.61665,2.6597,1.86038,0.000290009,0.000290009,0.000290009
2,1483.03,1.48051,2.59532,1.67032,0.34708,0.23824,0.22757,0.12184,1.37236,2.10826,1.57014,0.000465113,0.000465113,0.000465113
3,2202.89,1.33802,2.24853,1.5141,0.55103,0.28557,0.30281,0.17539,1.2654,1.85976,1.45737,0.000502845,0.000502845,0.000502845
4,2918.8,1.25546,2.04621,1.43517,0.51028,0.32717,0.35134,0.21161,1.20537,1.71357,1.39433,0.000337768,0.000337768,0.000337768
5,3633.71,1.1974,1.9045,1.38128,0.51361,0.35792,0.38103,0.23518,1.17308,1.63192,1.36042,0.000172691,0.000172691,0.000172691
1,779.99,2.41539,3.92638,2.65496,0.28698,0.14896,0.09492,0.04082,1.89811,2.69547,1.95618,0.000277397,0.000277397,0.000277397
2,1513.34,1.72338,2.60368,1.76257,0.347,0.25211,0.23474,0.12414,1.60836,2.10638,1.66393,0.000445052,0.000445052,0.000445052
3,2232.4,1.55667,2.25024,1.60227,0.44752,0.30703,0.30952,0.18114,1.48022,1.84903,1.53804,0.000502913,0.000502913,0.000502913
4,2938.38,1.46238,2.04843,1.51701,0.50905,0.33653,0.35756,0.21677,1.40821,1.71322,1.47182,0.000338523,0.000338523,0.000338523
5,3673.65,1.39122,1.90031,1.45705,0.5362,0.3562,0.38583,0.23754,1.37174,1.63163,1.43539,0.000173697,0.000173697,0.000173697
1,779.116,2.51745,3.98111,2.61709,0.3042,0.13976,0.10019,0.04392,1.96888,2.72655,1.93343,0.000259915,0.000259915,0.000259915
2,1529.38,1.80007,2.63403,1.73938,0.40914,0.24611,0.23354,0.12454,1.67458,2.1419,1.63988,0.000417004,0.000417004,0.000417004
3,2256.14,1.62443,2.28601,1.57806,0.47669,0.29449,0.30494,0.17639,1.53743,1.89227,1.51759,0.000471219,0.000471219,0.000471219
4,2968.54,1.52398,2.08422,1.49468,0.52575,0.33632,0.35019,0.21096,1.46731,1.74228,1.45018,0.000338523,0.000338523,0.000338523
5,3683.63,1.45267,1.93735,1.43704,0.52077,0.35893,0.37391,0.23028,1.42866,1.66718,1.41659,0.000173697,0.000173697,0.000173697
1,783.575,1.96353,3.92913,2.50317,0.28825,0.13994,0.10136,0.04449,1.54861,2.70367,1.88247,0.000290009,0.000290009,0.000290009
2,1519.3,1.41473,2.61193,1.68146,0.33812,0.24447,0.22917,0.12093,1.30628,2.12255,1.57893,0.000465125,0.000465125,0.000465125
3,2230.2,1.28365,2.26826,1.52777,0.4538,0.2995,0.30793,0.17994,1.20225,1.86439,1.4632,0.000502882,0.000502882,0.000502882
4,2943.14,1.20363,2.05956,1.44623,0.52628,0.33004,0.35322,0.21291,1.14028,1.72605,1.39683,0.000337823,0.000337823,0.000337823
5,3651.6,1.14631,1.91573,1.39106,0.53842,0.35979,0.38542,0.23613,1.11026,1.64599,1.36203,0.000172764,0.000172764,0.000172764
1,760.79,2.40129,3.5553,2.25492,0.32114,0.14832,0.10478,0.04573,1.9002,2.42288,1.67619,0.000301292,0.000301292,0.000301292
2,1473.38,1.72665,2.36581,1.50136,0.34525,0.24436,0.23305,0.12502,1.61781,1.92222,1.41867,0.000483251,0.000483251,0.000483251
3,2172.23,1.56375,2.06491,1.37071,0.475,0.29653,0.30834,0.17744,1.48911,1.69528,1.31694,0.000502965,0.000502965,0.000502965
4,2868.47,1.45917,1.87659,1.29549,0.54341,0.32184,0.3484,0.2101,1.41536,1.56413,1.2589,0.000337948,0.000337948,0.000337948
5,3564.29,1.38632,1.74121,1.2479,0.50794,0.36311,0.37891,0.23046,1.3765,1.49365,1.23138,0.000172931,0.000172931,0.000172931
1,744.064,3.01023,4.48517,3.52139,0.81089,0.03312,0.02612,0.00946,2.31958,2.91876,2.68309,0.00364928,0.00364928,0.00364928
2,1444.2,1.97242,2.87434,2.23148,0.19787,0.14967,0.1107,0.05269,1.77513,2.23662,2.01094,0.00639704,0.00639704,0.00639704
3,2131.88,1.69994,2.35507,1.89235,0.31162,0.24493,0.20558,0.11125,1.58996,1.90347,1.78492,0.00752818,0.00752818,0.00752818
4,2816.88,1.56689,2.08922,1.7413,0.39751,0.28333,0.2824,0.16457,1.49069,1.71922,1.67324,0.00629226,0.00629226,0.00629226
5,3501.32,1.48935,1.92647,1.6608,0.46687,0.32581,0.33151,0.19991,1.43077,1.61069,1.61074,0.00505635,0.00505635,0.00505635
6,4186.48,1.43381,1.81175,1.60315,0.50389,0.3395,0.36115,0.22017,1.39643,1.5391,1.57021,0.00382044,0.00382044,0.00382044
7,4871.05,1.39387,1.72879,1.56346,0.531,0.35526,0.3772,0.23324,1.373,1.49608,1.54454,0.00258452,0.00258452,0.00258452
8,5556.24,1.366,1.66926,1.53994,0.52932,0.36748,0.38866,0.24156,1.35999,1.4711,1.53083,0.00134861,0.00134861,0.00134861
1,735.535,3.09231,4.81355,3.83499,0.7985,0.02286,0.01599,0.00569,2.43915,3.2884,2.9717,0.00364928,0.00364928,0.00364928
2,1435.95,2.05222,3.14454,2.4687,0.30241,0.11942,0.09413,0.04456,1.82289,2.42411,2.19969,0.00639751,0.00639751,0.00639751
3,2124.75,1.7421,2.53634,2.04939,0.31541,0.23712,0.19748,0.10599,1.60822,2.04012,1.90954,0.00752945,0.00752945,0.00752945
4,2811.25,1.59003,2.22054,1.8641,0.39307,0.27845,0.2772,0.16033,1.49523,1.81917,1.77796,0.00629417,0.00629417,0.00629417
5,3497.15,1.50071,2.02747,1.76305,0.43424,0.32138,0.32379,0.19614,1.43194,1.69096,1.69885,0.0050589,0.0050589,0.0050589
6,4182.09,1.43819,1.89238,1.69563,0.47527,0.33934,0.35552,0.21925,1.39403,1.60516,1.65407,0.00382363,0.00382363,0.00382363
7,4867.5,1.39741,1.80871,1.65564,0.49613,0.35964,0.37545,0.23413,1.36863,1.55946,1.6271,0.00258835,0.00258835,0.00258835
8,5553.05,1.36086,1.73332,1.62187,0.53394,0.35987,0.38701,0.24283,1.35429,1.53167,1.61089,0.00135308,0.00135308,0.00135308
1,732.298,3.16002,3.25484,3.46574,0.57358,0.04429,0.04005,0.01611,2.35627,2.10059,2.51731,0.00409704,0.00409704,0.00409704
2,1429.94,2.07628,2.08526,2.17356,0.25607,0.19858,0.15455,0.07719,1.92663,1.65645,2.01262,0.00718295,0.00718295,0.00718295
3,2115.3,1.84331,1.75159,1.91156,0.33142,0.25338,0.22104,0.1237,1.75148,1.43365,1.82062,0.00753062,0.00753062,0.00753062
4,2800.65,1.71962,1.57371,1.78527,0.40247,0.30403,0.29227,0.17352,1.65106,1.30179,1.72194,0.00629594,0.00629594,0.00629594
5,3486.05,1.64184,1.4578,1.71137,0.45901,0.3235,0.33427,0.20601,1.58678,1.21943,1.65952,0.00506125,0.00506125,0.00506125
6,4170.53,1.58363,1.38253,1.6624,0.49568,0.34091,0.35829,0.22483,1.554,1.17105,1.62578,0.00382656,0.00382656,0.00382656
7,4854.6,1.54218,1.32266,1.62692,0.51313,0.3555,0.37594,0.23843,1.5267,1.1411,1.60131,0.00259187,0.00259187,0.00259187
8,5542.46,1.50916,1.27425,1.59854,0.5082,0.36937,0.38751,0.2459,1.5132,1.12174,1.58759,0.00135719,0.00135719,0.00135719
